region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlert
Western Pacific Region,WprA,Australia,Sydney,1543,9,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,95%,
Western Pacific Region,WprA,Australia,Traralgon,1544,19,2011,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",0.99,
Western Pacific Region,WprA,Brunei Darussalam,Belait,1545,17,2010,,,,8,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Western Pacific Region,WprA,Brunei Darussalam,Brunei-Muara,1546,10,2010,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Western Pacific Region,WprA,Brunei Darussalam,Temburong,1547,15,2010,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Western Pacific Region,WprA,Brunei Darussalam,Tutong,1548,16,2010,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Western Pacific Region,WprA,Japan,Sendai,1549,14,2010,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Nagoya,1550,13,2010,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Tokyo,1551,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Chiba,1552,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Fukuoka,1553,20,2010,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Kobe,1554,25,2010,,,,11,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Osaka,1555,20,2010,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Kawasaki,1556,20,2010,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Niigata,1557,20,2010,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Okayama,1558,16,2010,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Sapporo,1559,18,2010,,,,8,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Hiroshima,1560,21,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Kitakyushu,1561,20,2010,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Kyoto,1562,21,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Hamamatsu,1563,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Yokohama,1564,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Sagamihara,1565,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Sakai,1566,22,2010,,,,10,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Shizuoka,1567,13,2010,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Japan,Saitama,1568,31,2010,,,,14,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,New Zealand,Auckland,1569,15,2012,,,,7,2012,,,,"12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Blenheim,1570,19,2012,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Christchurch,1571,23,2011,,,,11,2011,,,,"12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Dunedin,1572,18,2012,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Hamilton,1573,13,2012,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Hastings,1574,15,2012,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Lower Hutt,1575,10,2012,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Masterton,1576,14,2012,,,,12,2012,,,,"12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Napier,1577,14,2012,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Porirua,1578,12,2012,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Rotorua,1579,20,2012,,,,9,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Taupo,1580,13,2012,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Timaru,1581,28,2011,,,,13,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Upper Hutt,1582,10,2012,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Wainuiomata,1583,10,2012,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Wellington,1584,13,2012,,,,6,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprA,New Zealand,Whangarei,1585,15,2012,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.","12 months, >95% coverage",
Western Pacific Region,WprB,Republic of Korea,Ansan,1586,54,2010,,,,25,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Anyang,1587,58,2010,,,,27,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Bucheon,1588,63,2010,,,,29,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Busan,1589,49,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Changwon,1590,46,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Cheonan,1591,48,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Cheongju,1592,66,2010,,,,30,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Chuncheon,1593,53,2010,,,,24,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Chungju,1594,53,2010,,,,24,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Daegue,1595,51,2010,,,,23,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Daejeon,1596,43,2010,,,,20,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gangneung,1597,45,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gimcheon,1598,49,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gumi,1599,42,2010,,,,19,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gunsan,1600,53,2010,,,,24,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Guri,1601,50,2010,,,,23,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gwacheon,1602,55,2010,,,,25,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gwangju,1603,45,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gwangmyeong,1604,56,2010,,,,26,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gwangyang,1605,45,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Gyeongju,1606,48,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Republic of Korea,Iksan,1607,56,2010,,,,26,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
